CampaignID,AdvertiserName,CampaignName,CampaignStartDate,CampaignEndDate,TargetingCriteria,AdSlotSize,Budget,RemainingBudget
231,Advertiser_24,Campaign_231,2024-10-08,2024-10-30,"Age 30-47, Health, Australia",728x90,374767.29,374767.29
232,Advertiser_24,Campaign_232,2024-10-07,2024-11-06,"Age 19-41, Fashion, India",160x600,155030.98,155030.98
233,Advertiser_24,Campaign_233,2024-10-05,2024-11-26,"Age 25-40, Travel, USA",728x90,303306.55,303306.55
234,Advertiser_25,Campaign_234,2024-10-27,2024-12-02,"Age 29-44, Technology, Germany",300x250,334256.05,334256.05
235,Advertiser_25,Campaign_235,2024-10-24,2024-11-28,"Age 22-33, Gaming, Australia",728x90,88914.6,88914.6
236,Advertiser_25,Campaign_236,2024-10-30,2024-11-16,"Age 19-41, Fashion, UK",160x600,261057.45,261057.45
237,Advertiser_25,Campaign_237,2024-10-09,2024-11-26,"Age 20-34, Travel, Germany",728x90,393209.87,393209.87
238,Advertiser_25,Campaign_238,2024-10-02,2024-10-25,"Age 18-49, Finance, Germany",300x250,25602.09,25602.09
239,Advertiser_25,Campaign_239,2024-10-01,2024-10-30,"Age 22-33, Education, UK",300x250,335236.41,335236.41
240,Advertiser_25,Campaign_240,2024-10-10,2024-12-02,"Age 30-35, Finance, UK",160x600,246624.36,246624.36
241,Advertiser_25,Campaign_241,2024-10-15,2024-11-19,"Age 23-31, Technology, USA",728x90,76797.52,76797.52
242,Advertiser_25,Campaign_242,2024-10-13,2024-12-03,"Age 26-47, Education, Germany",160x600,343213.12,343213.12
243,Advertiser_25,Campaign_243,2024-10-08,2024-12-03,"Age 23-43, Gaming, Germany",728x90,124341.38,124341.38
244,Advertiser_25,Campaign_244,2024-10-26,2024-12-06,"Age 22-32, Technology, USA",300x250,298738.87,298738.87
245,Advertiser_25,Campaign_245,2024-10-08,2024-11-04,"Age 27-38, Health, Australia",300x250,255744.32,255744.32
246,Advertiser_25,Campaign_246,2024-10-17,2024-11-08,"Age 25-37, Gaming, Australia",160x600,452291.21,452291.21
247,Advertiser_26,Campaign_247,2024-10-24,2024-11-06,"Age 29-44, Education, Germany",160x600,326783.51,326783.51
248,Advertiser_26,Campaign_248,2024-10-22,2024-11-14,"Age 27-41, Technology, UK",300x250,407679.85,407679.85
249,Advertiser_26,Campaign_249,2024-10-02,2024-11-07,"Age 26-47, Finance, Australia",160x600,434305.27,434305.27
250,Advertiser_26,Campaign_250,2024-10-21,2024-12-18,"Age 28-38, Travel, Germany",728x90,104239.96,104239.96
251,Advertiser_26,Campaign_251,2024-10-03,2024-11-07,"Age 20-40, Gaming, UK",300x250,270680.55,270680.55
252,Advertiser_26,Campaign_252,2024-10-08,2024-10-26,"Age 26-50, Sports, Australia",160x600,284961.33,284961.33
253,Advertiser_26,Campaign_253,2024-10-27,2024-11-12,"Age 20-42, Education, Germany",160x600,230032.66,230032.66
254,Advertiser_26,Campaign_254,2024-10-02,2024-11-07,"Age 27-39, Sports, USA",728x90,352641.13,352641.13
255,Advertiser_26,Campaign_255,2024-10-05,2024-10-17,"Age 25-38, Health, India",160x600,423100.9,423100.9
256,Advertiser_27,Campaign_256,2024-10-20,2024-12-02,"Age 19-47, Health, Germany",728x90,359971.34,359971.34
257,Advertiser_27,Campaign_257,2024-10-20,2024-11-22,"Age 28-39, Gaming, Germany",160x600,97764.45,97764.45
258,Advertiser_27,Campaign_258,2024-10-29,2024-11-27,"Age 22-37, Travel, Germany",300x250,30480.75,30480.75
259,Advertiser_27,Campaign_259,2024-10-02,2024-11-28,"Age 19-37, Travel, Australia",300x250,88747.9,88747.9
260,Advertiser_27,Campaign_260,2024-10-27,2024-12-16,"Age 25-50, Travel, Germany",300x250,103469.96,103469.96
261,Advertiser_28,Campaign_261,2024-10-17,2024-11-23,"Age 22-31, Health, USA",160x600,130759.27,130759.27
262,Advertiser_28,Campaign_262,2024-10-19,2024-11-24,"Age 18-32, Travel, USA",300x250,52291.71,52291.71
263,Advertiser_28,Campaign_263,2024-10-22,2024-12-06,"Age 29-47, Technology, USA",300x250,462767.4,462767.4
264,Advertiser_28,Campaign_264,2024-10-04,2024-10-23,"Age 27-46, Sports, Australia",160x600,112273.23,112273.23
265,Advertiser_28,Campaign_265,2024-10-21,2024-11-14,"Age 26-35, Finance, India",728x90,179572.74,179572.74
266,Advertiser_28,Campaign_266,2024-10-31,2024-12-29,"Age 20-39, Sports, India",300x250,237287.49,237287.49
267,Advertiser_29,Campaign_267,2024-10-27,2024-12-14,"Age 23-35, Gaming, UK",160x600,175681.01,175681.01
268,Advertiser_29,Campaign_268,2024-10-04,2024-11-21,"Age 29-35, Travel, Australia",160x600,485086.57,485086.57
269,Advertiser_29,Campaign_269,2024-10-26,2024-11-25,"Age 26-46, Fashion, UK",160x600,278387.25,278387.25
270,Advertiser_29,Campaign_270,2024-10-22,2024-11-11,"Age 19-41, Finance, India",300x250,391630.67,391630.67
271,Advertiser_29,Campaign_271,2024-10-19,2024-11-17,"Age 26-31, Gaming, Germany",160x600,367011.85,367011.85
272,Advertiser_29,Campaign_272,2024-10-21,2024-11-16,"Age 20-40, Sports, Germany",728x90,125381.52,125381.52
273,Advertiser_29,Campaign_273,2024-10-14,2024-10-25,"Age 23-32, Sports, Australia",160x600,425752.7,425752.7
274,Advertiser_29,Campaign_274,2024-10-10,2024-12-01,"Age 21-42, Gaming, Australia",160x600,367849.61,367849.61
275,Advertiser_30,Campaign_275,2024-10-25,2024-12-13,"Age 19-37, Sports, Australia",300x250,147608.23,147608.23
276,Advertiser_30,Campaign_276,2024-10-01,2024-10-13,"Age 25-39, Gaming, Australia",728x90,390454.03,390454.03
277,Advertiser_30,Campaign_277,2024-10-30,2024-12-23,"Age 25-49, Technology, UK",160x600,271739.56,271739.56
278,Advertiser_30,Campaign_278,2024-10-10,2024-11-12,"Age 29-46, Gaming, Germany",300x250,279306.6,279306.6
279,Advertiser_30,Campaign_279,2024-10-17,2024-11-28,"Age 24-45, Travel, India",160x600,343369.03,343369.03
280,Advertiser_30,Campaign_280,2024-10-05,2024-11-26,"Age 27-48, Fashion, Germany",728x90,414770.69,414770.69
281,Advertiser_30,Campaign_281,2024-10-16,2024-11-05,"Age 18-38, Finance, India",300x250,394298.78,394298.78
282,Advertiser_30,Campaign_282,2024-10-05,2024-11-20,"Age 25-37, Finance, UK",160x600,362850.34,362850.34
283,Advertiser_30,Campaign_283,2024-10-12,2024-10-27,"Age 27-42, Travel, UK",300x250,82323.87,82323.87
284,Advertiser_30,Campaign_284,2024-10-18,2024-11-12,"Age 28-32, Travel, UK",728x90,26345.83,26345.83
285,Advertiser_30,Campaign_285,2024-10-11,2024-11-28,"Age 29-49, Health, India",160x600,292147.93,292147.93
286,Advertiser_30,Campaign_286,2024-10-31,2024-12-26,"Age 30-40, Travel, UK",728x90,104976.18,104976.18
287,Advertiser_30,Campaign_287,2024-10-27,2024-11-13,"Age 30-50, Education, India",300x250,45305.15,45305.15
288,Advertiser_30,Campaign_288,2024-10-12,2024-11-17,"Age 19-50, Fashion, India",300x250,155887.89,155887.89
289,Advertiser_31,Campaign_289,2024-10-30,2024-11-26,"Age 28-38, Travel, USA",160x600,204902.21,204902.21
290,Advertiser_31,Campaign_290,2024-10-11,2024-10-27,"Age 30-34, Health, Australia",160x600,363911.54,363911.54
291,Advertiser_31,Campaign_291,2024-10-30,2024-12-08,"Age 24-50, Gaming, India",300x250,356597.32,356597.32
292,Advertiser_31,Campaign_292,2024-10-28,2024-12-02,"Age 20-42, Travel, UK",728x90,408322.2,408322.2
293,Advertiser_31,Campaign_293,2024-10-05,2024-11-10,"Age 28-48, Travel, UK",300x250,136549.46,136549.46
294,Advertiser_31,Campaign_294,2024-10-21,2024-11-25,"Age 20-35, Education, India",728x90,17642.03,17642.03
295,Advertiser_31,Campaign_295,2024-10-03,2024-11-04,"Age 26-41, Health, UK",300x250,423174.55,423174.55
296,Advertiser_31,Campaign_296,2024-10-12,2024-11-11,"Age 21-37, Technology, USA",728x90,494541.29,494541.29
297,Advertiser_31,Campaign_297,2024-10-01,2024-11-11,"Age 29-36, Gaming, India",728x90,398401.93,398401.93
298,Advertiser_32,Campaign_298,2024-10-05,2024-10-17,"Age 23-44, Education, UK",300x250,204297.15,204297.15
299,Advertiser_32,Campaign_299,2024-10-04,2024-11-10,"Age 30-40, Health, USA",300x250,121171.03,121171.03
300,Advertiser_32,Campaign_300,2024-10-26,2024-12-23,"Age 29-40, Technology, India",728x90,183904.19,183904.19
301,Advertiser_32,Campaign_301,2024-10-30,2024-12-22,"Age 28-33, Education, Australia",728x90,457493.83,457493.83
302,Advertiser_32,Campaign_302,2024-10-20,2024-12-14,"Age 21-41, Education, Germany",300x250,22589.16,22589.16
303,Advertiser_33,Campaign_303,2024-10-14,2024-11-18,"Age 20-38, Finance, USA",160x600,225006.92,225006.92
304,Advertiser_33,Campaign_304,2024-10-16,2024-10-29,"Age 27-31, Finance, Germany",300x250,39389.24,39389.24
305,Advertiser_33,Campaign_305,2024-10-29,2024-11-08,"Age 30-47, Health, Australia",160x600,490885.68,490885.68
306,Advertiser_33,Campaign_306,2024-10-16,2024-11-01,"Age 22-48, Gaming, Germany",728x90,275259.9,275259.9
307,Advertiser_33,Campaign_307,2024-10-15,2024-11-01,"Age 30-43, Health, UK",300x250,173657.5,173657.5
308,Advertiser_33,Campaign_308,2024-10-19,2024-11-02,"Age 18-36, Fashion, Germany",728x90,110580.77,110580.77
309,Advertiser_33,Campaign_309,2024-10-07,2024-11-30,"Age 27-45, Sports, UK",160x600,189194.28,189194.28
310,Advertiser_33,Campaign_310,2024-10-30,2024-12-14,"Age 20-35, Fashion, India",160x600,177541.35,177541.35
311,Advertiser_33,Campaign_311,2024-10-16,2024-12-07,"Age 28-44, Travel, Australia",728x90,384220.94,384220.94
312,Advertiser_33,Campaign_312,2024-10-16,2024-10-26,"Age 23-46, Finance, USA",160x600,313417.41,313417.41
313,Advertiser_33,Campaign_313,2024-10-20,2024-11-08,"Age 23-41, Fashion, India",160x600,124985.78,124985.78
314,Advertiser_34,Campaign_314,2024-10-18,2024-10-28,"Age 19-39, Fashion, Germany",300x250,316933.77,316933.77
315,Advertiser_34,Campaign_315,2024-10-30,2024-11-22,"Age 18-33, Sports, UK",300x250,357173.0,357173.0
316,Advertiser_34,Campaign_316,2024-10-16,2024-11-25,"Age 25-38, Health, USA",728x90,89539.81,89539.81
317,Advertiser_34,Campaign_317,2024-10-08,2024-11-20,"Age 29-32, Sports, Australia",160x600,320631.6,320631.6
318,Advertiser_34,Campaign_318,2024-10-21,2024-12-15,"Age 20-34, Travel, USA",160x600,442659.79,442659.79
319,Advertiser_34,Campaign_319,2024-10-16,2024-10-31,"Age 20-43, Education, UK",728x90,102538.77,102538.77
320,Advertiser_34,Campaign_320,2024-10-27,2024-12-15,"Age 28-43, Technology, Germany",300x250,351123.89,351123.89
321,Advertiser_34,Campaign_321,2024-10-14,2024-12-08,"Age 23-41, Sports, Germany",728x90,58194.89,58194.89
322,Advertiser_34,Campaign_322,2024-10-17,2024-10-28,"Age 30-40, Travel, Germany",728x90,288080.51,288080.51
323,Advertiser_34,Campaign_323,2024-10-26,2024-11-19,"Age 23-34, Health, USA",300x250,332715.41,332715.41
324,Advertiser_34,Campaign_324,2024-10-05,2024-10-19,"Age 26-43, Sports, Germany",300x250,456471.3,456471.3
325,Advertiser_34,Campaign_325,2024-10-09,2024-11-16,"Age 22-48, Fashion, Australia",160x600,351446.86,351446.86
326,Advertiser_34,Campaign_326,2024-10-31,2024-11-21,"Age 28-47, Gaming, Australia",728x90,382053.73,382053.73
327,Advertiser_34,Campaign_327,2024-10-10,2024-11-15,"Age 19-39, Finance, India",300x250,104422.56,104422.56
328,Advertiser_35,Campaign_328,2024-10-06,2024-11-21,"Age 21-33, Technology, Germany",160x600,290604.24,290604.24
329,Advertiser_35,Campaign_329,2024-10-28,2024-11-15,"Age 18-39, Finance, India",160x600,96698.14,96698.14
330,Advertiser_35,Campaign_330,2024-10-19,2024-12-03,"Age 26-48, Technology, Germany",300x250,413288.69,413288.69
331,Advertiser_35,Campaign_331,2024-10-05,2024-10-19,"Age 21-34, Travel, UK",300x250,402732.49,402732.49
332,Advertiser_35,Campaign_332,2024-10-16,2024-11-04,"Age 27-43, Sports, USA",728x90,407222.3,407222.3
333,Advertiser_36,Campaign_333,2024-10-08,2024-12-02,"Age 29-35, Gaming, UK",160x600,483894.55,483894.55
334,Advertiser_36,Campaign_334,2024-10-22,2024-11-26,"Age 22-42, Travel, India",728x90,412207.7,412207.7
335,Advertiser_36,Campaign_335,2024-10-08,2024-11-29,"Age 22-32, Health, USA",160x600,379304.89,379304.89
336,Advertiser_36,Campaign_336,2024-10-28,2024-11-24,"Age 20-42, Education, Australia",300x250,261821.29,261821.29
337,Advertiser_36,Campaign_337,2024-10-10,2024-10-20,"Age 18-34, Finance, India",160x600,422761.08,422761.08
338,Advertiser_36,Campaign_338,2024-10-30,2024-11-09,"Age 26-31, Fashion, Australia",728x90,182753.01,182753.01
339,Advertiser_36,Campaign_339,2024-10-28,2024-12-04,"Age 18-41, Education, Germany",300x250,102920.66,102920.66
340,Advertiser_36,Campaign_340,2024-10-13,2024-11-20,"Age 24-37, Finance, Australia",300x250,218715.37,218715.37
341,Advertiser_36,Campaign_341,2024-10-03,2024-11-09,"Age 26-46, Gaming, Germany",300x250,345381.94,345381.94
342,Advertiser_36,Campaign_342,2024-10-05,2024-11-23,"Age 22-34, Finance, Australia",160x600,459886.57,459886.57
343,Advertiser_36,Campaign_343,2024-10-17,2024-11-18,"Age 20-45, Technology, UK",160x600,223220.95,223220.95
344,Advertiser_36,Campaign_344,2024-10-27,2024-12-12,"Age 21-42, Gaming, Australia",160x600,346105.69,346105.69
345,Advertiser_36,Campaign_345,2024-10-17,2024-11-10,"Age 23-32, Technology, UK",160x600,425167.14,425167.14
346,Advertiser_36,Campaign_346,2024-10-17,2024-10-31,"Age 23-40, Travel, USA",728x90,93394.35,93394.35
347,Advertiser_37,Campaign_347,2024-10-30,2024-12-22,"Age 28-36, Travel, Australia",160x600,110597.16,110597.16
348,Advertiser_37,Campaign_348,2024-10-28,2024-11-21,"Age 26-38, Sports, Germany",300x250,53773.08,53773.08
349,Advertiser_37,Campaign_349,2024-10-10,2024-11-28,"Age 21-44, Education, Australia",160x600,480629.69,480629.69
350,Advertiser_37,Campaign_350,2024-10-31,2024-12-01,"Age 24-35, Technology, UK",728x90,475056.33,475056.33
351,Advertiser_37,Campaign_351,2024-10-07,2024-10-31,"Age 21-32, Health, UK",160x600,163282.1,163282.1
352,Advertiser_37,Campaign_352,2024-10-28,2024-12-02,"Age 20-50, Gaming, Germany",160x600,476170.18,476170.18
353,Advertiser_37,Campaign_353,2024-10-12,2024-11-06,"Age 20-50, Sports, Germany",160x600,145318.32,145318.32
354,Advertiser_37,Campaign_354,2024-10-22,2024-12-07,"Age 24-39, Finance, Germany",300x250,416378.52,416378.52
355,Advertiser_37,Campaign_355,2024-10-03,2024-11-03,"Age 28-38, Travel, India",728x90,214255.8,214255.8
356,Advertiser_37,Campaign_356,2024-10-25,2024-11-18,"Age 28-34, Technology, Germany",300x250,114747.17,114747.17
357,Advertiser_37,Campaign_357,2024-10-10,2024-12-08,"Age 24-38, Travel, India",160x600,10492.79,10492.79
358,Advertiser_37,Campaign_358,2024-10-11,2024-11-09,"Age 18-48, Sports, UK",160x600,205374.76,205374.76
359,Advertiser_37,Campaign_359,2024-10-28,2024-11-11,"Age 23-40, Health, USA",160x600,204009.38,204009.38
360,Advertiser_37,Campaign_360,2024-10-30,2024-12-08,"Age 22-33, Education, UK",160x600,182137.67,182137.67
361,Advertiser_38,Campaign_361,2024-10-08,2024-11-12,"Age 18-38, Technology, Germany",160x600,213737.4,213737.4
362,Advertiser_38,Campaign_362,2024-10-09,2024-11-25,"Age 21-31, Travel, USA",300x250,245823.96,245823.96
363,Advertiser_38,Campaign_363,2024-10-29,2024-12-10,"Age 18-35, Health, USA",728x90,323768.3,323768.3
364,Advertiser_38,Campaign_364,2024-10-30,2024-12-14,"Age 19-44, Technology, Australia",728x90,356465.05,356465.05
365,Advertiser_38,Campaign_365,2024-10-23,2024-12-20,"Age 27-50, Education, UK",728x90,483551.58,483551.58
366,Advertiser_39,Campaign_366,2024-10-23,2024-12-18,"Age 29-43, Sports, Australia",728x90,339579.61,339579.61
367,Advertiser_39,Campaign_367,2024-10-10,2024-11-26,"Age 27-33, Technology, India",728x90,331467.04,331467.04
368,Advertiser_39,Campaign_368,2024-10-01,2024-11-01,"Age 28-47, Finance, Germany",160x600,85798.0,85798.0
369,Advertiser_39,Campaign_369,2024-10-11,2024-11-19,"Age 22-34, Sports, UK",160x600,39032.05,39032.05
370,Advertiser_39,Campaign_370,2024-10-14,2024-11-20,"Age 19-47, Finance, UK",300x250,26398.91,26398.91
371,Advertiser_39,Campaign_371,2024-10-04,2024-11-21,"Age 18-44, Fashion, Australia",728x90,15445.69,15445.69
372,Advertiser_39,Campaign_372,2024-10-03,2024-10-22,"Age 22-47, Finance, Germany",300x250,166137.96,166137.96
373,Advertiser_39,Campaign_373,2024-10-03,2024-10-30,"Age 26-47, Health, India",300x250,185740.93,185740.93
374,Advertiser_39,Campaign_374,2024-10-07,2024-11-18,"Age 28-47, Gaming, USA",728x90,31468.43,31468.43
375,Advertiser_39,Campaign_375,2024-10-02,2024-11-08,"Age 21-34, Health, UK",160x600,136976.29,136976.29
376,Advertiser_39,Campaign_376,2024-10-08,2024-11-20,"Age 21-37, Gaming, USA",300x250,376332.9,376332.9
377,Advertiser_39,Campaign_377,2024-10-09,2024-10-22,"Age 22-47, Fashion, Australia",160x600,65903.17,65903.17
378,Advertiser_40,Campaign_378,2024-10-20,2024-12-19,"Age 19-33, Finance, USA",728x90,312457.97,312457.97
379,Advertiser_40,Campaign_379,2024-10-28,2024-11-30,"Age 28-46, Education, USA",300x250,374508.85,374508.85
380,Advertiser_40,Campaign_380,2024-10-27,2024-12-24,"Age 28-49, Fashion, Germany",300x250,70529.15,70529.15
381,Advertiser_40,Campaign_381,2024-10-06,2024-10-24,"Age 24-41, Fashion, UK",300x250,376333.92,376333.92
382,Advertiser_40,Campaign_382,2024-10-18,2024-12-11,"Age 23-40, Fashion, USA",728x90,262398.24,262398.24
383,Advertiser_40,Campaign_383,2024-10-02,2024-10-22,"Age 28-36, Technology, Germany",300x250,418488.28,418488.28
384,Advertiser_40,Campaign_384,2024-10-13,2024-11-16,"Age 25-32, Finance, India",300x250,357036.2,357036.2
385,Advertiser_40,Campaign_385,2024-10-26,2024-11-14,"Age 28-35, Gaming, USA",300x250,423957.95,423957.95
386,Advertiser_40,Campaign_386,2024-10-29,2024-11-11,"Age 20-40, Education, UK",300x250,44854.38,44854.38
387,Advertiser_40,Campaign_387,2024-10-16,2024-11-15,"Age 18-37, Education, Germany",160x600,372202.7,372202.7
388,Advertiser_40,Campaign_388,2024-10-19,2024-11-19,"Age 19-48, Travel, UK",728x90,297663.68,297663.68
389,Advertiser_41,Campaign_389,2024-10-21,2024-11-18,"Age 19-43, Technology, USA",160x600,291680.88,291680.88
390,Advertiser_41,Campaign_390,2024-10-02,2024-11-21,"Age 22-42, Fashion, India",300x250,186077.7,186077.7
391,Advertiser_41,Campaign_391,2024-10-16,2024-12-07,"Age 26-40, Health, Australia",160x600,493133.38,493133.38
392,Advertiser_41,Campaign_392,2024-10-24,2024-11-12,"Age 27-47, Finance, India",728x90,273440.21,273440.21
393,Advertiser_41,Campaign_393,2024-10-24,2024-11-08,"Age 25-50, Health, Australia",300x250,430126.61,430126.61
394,Advertiser_41,Campaign_394,2024-10-21,2024-12-02,"Age 30-42, Technology, Germany",728x90,43711.77,43711.77
395,Advertiser_41,Campaign_395,2024-10-10,2024-11-03,"Age 20-37, Sports, Germany",728x90,381534.9,381534.9
396,Advertiser_41,Campaign_396,2024-10-30,2024-12-13,"Age 22-48, Travel, USA",160x600,348901.63,348901.63
397,Advertiser_41,Campaign_397,2024-10-02,2024-11-18,"Age 21-37, Health, USA",300x250,22776.32,22776.32
398,Advertiser_42,Campaign_398,2024-10-24,2024-11-27,"Age 21-48, Fashion, USA",300x250,177857.56,177857.56
399,Advertiser_42,Campaign_399,2024-10-14,2024-11-11,"Age 27-40, Sports, India",300x250,495513.31,495513.31
400,Advertiser_42,Campaign_400,2024-10-01,2024-11-13,"Age 24-50, Health, India",300x250,248803.95,248803.95
401,Advertiser_42,Campaign_401,2024-10-15,2024-12-12,"Age 20-47, Gaming, Australia",300x250,241786.48,241786.48
402,Advertiser_42,Campaign_402,2024-10-07,2024-10-24,"Age 30-38, Health, UK",728x90,315351.11,315351.11
403,Advertiser_42,Campaign_403,2024-10-30,2024-12-16,"Age 26-47, Gaming, UK",300x250,76647.49,76647.49
404,Advertiser_42,Campaign_404,2024-10-18,2024-11-29,"Age 26-46, Sports, India",300x250,126651.6,126651.6
405,Advertiser_42,Campaign_405,2024-10-20,2024-10-31,"Age 25-35, Sports, UK",300x250,283657.4,283657.4
406,Advertiser_42,Campaign_406,2024-10-19,2024-11-18,"Age 26-33, Sports, India",728x90,116428.67,116428.67
407,Advertiser_42,Campaign_407,2024-10-05,2024-10-20,"Age 20-47, Health, UK",728x90,145535.08,145535.08
408,Advertiser_42,Campaign_408,2024-10-11,2024-11-10,"Age 28-31, Technology, UK",300x250,147173.43,147173.43
409,Advertiser_42,Campaign_409,2024-10-23,2024-12-03,"Age 24-50, Education, Germany",728x90,351022.33,351022.33
410,Advertiser_42,Campaign_410,2024-10-19,2024-11-12,"Age 18-48, Technology, UK",160x600,355533.93,355533.93
411,Advertiser_42,Campaign_411,2024-10-26,2024-12-15,"Age 20-36, Health, USA",160x600,85272.43,85272.43
412,Advertiser_43,Campaign_412,2024-10-30,2024-12-12,"Age 29-40, Travel, UK",728x90,341414.33,341414.33
413,Advertiser_43,Campaign_413,2024-10-29,2024-12-24,"Age 21-36, Technology, UK",300x250,210265.44,210265.44
414,Advertiser_43,Campaign_414,2024-10-03,2024-11-27,"Age 18-40, Health, Germany",728x90,213165.11,213165.11
415,Advertiser_43,Campaign_415,2024-10-23,2024-11-06,"Age 26-42, Finance, UK",728x90,104801.01,104801.01
416,Advertiser_43,Campaign_416,2024-10-11,2024-11-03,"Age 25-40, Fashion, UK",160x600,56726.55,56726.55
417,Advertiser_43,Campaign_417,2024-10-09,2024-10-23,"Age 24-31, Sports, India",300x250,314975.29,314975.29
418,Advertiser_43,Campaign_418,2024-10-20,2024-11-12,"Age 29-46, Finance, UK",300x250,430786.85,430786.85
419,Advertiser_43,Campaign_419,2024-10-31,2024-11-17,"Age 27-48, Finance, India",728x90,367666.92,367666.92
420,Advertiser_44,Campaign_420,2024-10-01,2024-10-17,"Age 24-45, Travel, UK",160x600,296893.63,296893.63
421,Advertiser_44,Campaign_421,2024-10-01,2024-11-13,"Age 23-34, Education, Germany",728x90,334832.65,334832.65
422,Advertiser_44,Campaign_422,2024-10-07,2024-11-07,"Age 28-41, Technology, USA",300x250,281226.16,281226.16
423,Advertiser_44,Campaign_423,2024-10-03,2024-10-28,"Age 22-49, Finance, Australia",160x600,199113.06,199113.06
424,Advertiser_44,Campaign_424,2024-10-26,2024-12-23,"Age 27-36, Education, Germany",728x90,277790.78,277790.78
425,Advertiser_44,Campaign_425,2024-10-15,2024-11-05,"Age 24-50, Gaming, USA",160x600,371251.54,371251.54
426,Advertiser_44,Campaign_426,2024-10-24,2024-11-22,"Age 23-43, Finance, Australia",300x250,208184.6,208184.6
427,Advertiser_44,Campaign_427,2024-10-11,2024-11-05,"Age 26-36, Finance, India",300x250,335301.01,335301.01
428,Advertiser_45,Campaign_428,2024-10-20,2024-11-14,"Age 24-34, Finance, Australia",728x90,25307.3,25307.3
429,Advertiser_45,Campaign_429,2024-10-25,2024-11-09,"Age 21-39, Travel, Germany",728x90,380139.98,380139.98
430,Advertiser_45,Campaign_430,2024-10-26,2024-11-16,"Age 19-33, Technology, India",160x600,250234.32,250234.32
431,Advertiser_45,Campaign_431,2024-10-16,2024-11-28,"Age 25-32, Fashion, UK",728x90,250487.04,250487.04
432,Advertiser_45,Campaign_432,2024-10-11,2024-10-22,"Age 20-39, Travel, India",728x90,370679.84,370679.84
433,Advertiser_45,Campaign_433,2024-10-22,2024-12-04,"Age 28-39, Gaming, UK",300x250,82894.54,82894.54
434,Advertiser_45,Campaign_434,2024-10-23,2024-12-15,"Age 20-46, Gaming, Australia",300x250,444085.78,444085.78
435,Advertiser_45,Campaign_435,2024-10-10,2024-11-27,"Age 19-33, Finance, Australia",300x250,12139.88,12139.88
436,Advertiser_45,Campaign_436,2024-10-31,2024-12-17,"Age 28-43, Education, USA",300x250,427376.0,427376.0
437,Advertiser_45,Campaign_437,2024-10-13,2024-10-23,"Age 24-47, Sports, Australia",160x600,363817.43,363817.43
438,Advertiser_45,Campaign_438,2024-10-08,2024-12-02,"Age 23-40, Education, Australia",728x90,44693.09,44693.09
439,Advertiser_45,Campaign_439,2024-10-31,2024-12-01,"Age 21-32, Education, UK",728x90,146495.06,146495.06
440,Advertiser_45,Campaign_440,2024-10-05,2024-10-31,"Age 29-47, Education, Germany",160x600,289020.37,289020.37
441,Advertiser_45,Campaign_441,2024-10-12,2024-11-16,"Age 26-50, Fashion, USA",728x90,196796.71,196796.71
442,Advertiser_45,Campaign_442,2024-10-27,2024-11-28,"Age 29-33, Technology, Germany",728x90,89473.45,89473.45
443,Advertiser_46,Campaign_443,2024-10-10,2024-11-02,"Age 28-49, Travel, India",160x600,215425.76,215425.76
444,Advertiser_46,Campaign_444,2024-10-26,2024-11-11,"Age 23-45, Finance, Australia",728x90,244152.17,244152.17
445,Advertiser_46,Campaign_445,2024-10-31,2024-12-10,"Age 21-44, Education, USA",300x250,56171.93,56171.93
446,Advertiser_46,Campaign_446,2024-10-12,2024-12-04,"Age 30-46, Finance, USA",160x600,134041.66,134041.66
447,Advertiser_46,Campaign_447,2024-10-16,2024-10-28,"Age 20-34, Gaming, India",160x600,459369.45,459369.45
448,Advertiser_46,Campaign_448,2024-10-06,2024-11-21,"Age 23-39, Education, USA",728x90,235105.28,235105.28
449,Advertiser_46,Campaign_449,2024-10-15,2024-12-12,"Age 18-40, Sports, Australia",160x600,426639.45,426639.45
450,Advertiser_46,Campaign_450,2024-10-14,2024-11-19,"Age 20-43, Education, UK",160x600,11991.42,11991.42
451,Advertiser_46,Campaign_451,2024-10-22,2024-11-11,"Age 28-32, Health, Germany",160x600,36444.56,36444.56
452,Advertiser_46,Campaign_452,2024-10-16,2024-11-08,"Age 25-34, Travel, USA",300x250,118896.37,118896.37
453,Advertiser_46,Campaign_453,2024-10-03,2024-11-11,"Age 22-48, Finance, India",160x600,435829.96,435829.96
454,Advertiser_46,Campaign_454,2024-10-22,2024-11-15,"Age 25-42, Travel, UK",300x250,53414.12,53414.12
455,Advertiser_47,Campaign_455,2024-10-09,2024-11-11,"Age 22-39, Gaming, India",300x250,171797.36,171797.36
456,Advertiser_47,Campaign_456,2024-10-29,2024-11-23,"Age 24-37, Sports, USA",160x600,344523.92,344523.92
457,Advertiser_47,Campaign_457,2024-10-29,2024-12-17,"Age 23-48, Health, India",300x250,200462.86,200462.86
458,Advertiser_47,Campaign_458,2024-10-06,2024-11-20,"Age 24-43, Health, Germany",300x250,400714.4,400714.4
459,Advertiser_47,Campaign_459,2024-10-06,2024-11-16,"Age 21-35, Gaming, Germany",160x600,260739.08,260739.08
460,Advertiser_47,Campaign_460,2024-10-14,2024-12-09,"Age 27-33, Sports, USA",300x250,75407.58,75407.58
461,Advertiser_47,Campaign_461,2024-10-29,2024-11-23,"Age 28-45, Travel, Australia",300x250,283294.88,283294.88
